"","time","adi_ecg","adi_finger","adi_fro","ard_fro","ibi","id"
"157291",157.29,0.75,-0.00575,4.914063,4.952031,0.853999999999985,"002"
"158164",158.163,0.734375,-0.0055625,4.925625,4.9525,0.873000000000019,"002"
"159004",159.003,0.6625,-0.0061875,4.94125,4.952031,0.839999999999975,"002"
"159771",159.77,0.7,-0.0056875,4.9325,4.952188,0.767000000000024,"002"
"160618",160.617,0.66875,-0.0059375,4.929062,4.952344,0.84699999999998,"002"
"161472",161.471,0.6,-0.006,4.946562,4.951563,0.854000000000013,"002"
"162274",162.273,0.75625,-0.006875,4.940625,4.952188,0.801999999999992,"002"
"163067",163.066,0.63125,-0.006375,4.955,4.952188,0.793000000000006,"002"
"163935",163.934,0.828125,-0.006,4.92625,4.961563,0.867999999999995,"002"
"164820",164.819,0.734375,-0.006625,4.933438,4.951875,0.884999999999991,"002"
"165646",165.645,0.778125,-0.006875,4.933125,4.951875,0.826000000000022,"002"
"166437",166.436,0.734375,-0.006875,4.9425,4.952031,0.790999999999997,"002"
"167295",167.294,0.73125,-0.006125,4.932188,4.952031,0.858000000000004,"002"
"168154",168.153,0.728125,-0.0079375,4.930625,4.952031,0.85899999999998,"002"
"168945",168.944,0.771875,-0.00725,4.94125,4.952344,0.790999999999997,"002"
"169739",169.738,0.809375,-0.0058125,4.925937,4.951563,0.794000000000011,"002"
"170596",170.595,0.746875,-0.00625,4.92,4.951875,0.856999999999999,"002"
"171459",171.458,0.740625,-0.007,4.907813,3.866563,0.863,"002"
"172276",172.275,0.6625,-0.006625,4.905,4.951719,0.817000000000007,"002"
"173109",173.108,0.634375,-0.0064375,4.9,4.952656,0.832999999999998,"002"
"174005",174.004,0.746875,-0.006125,4.907188,4.951875,0.895999999999987,"002"
"174895",174.894,0.709375,-0.006,4.930625,4.951094,0.890000000000015,"002"
"175706",175.705,0.74375,-0.0064375,4.918125,4.952813,0.811000000000007,"002"
"176539",176.538,0.559375,-0.006375,4.920625,4.951719,0.832999999999998,"002"
"177401",177.4,0.559375,-0.0059375,4.91875,4.951563,0.861999999999995,"002"
"178255",178.254,0.684375,-0.0065625,4.931563,4.952031,0.853999999999985,"002"
"179045",179.044,0.80625,-0.006,4.917813,4.952188,0.79000000000002,"002"
"179909",179.908,0.70625,-0.0068125,4.925313,4.952344,0.863999999999976,"002"
"180787",180.786,0.615625,-0.00475,4.93625,4.951875,0.878000000000014,"002"
"181627",181.626,0.796875,-0.0058125,4.924688,4.952344,0.840000000000003,"002"
"182453",182.452,0.834375,-0.0060625,4.914375,4.952031,0.825999999999993,"002"
"183354",183.353,0.75,-0.0058125,4.93,4.952188,0.90100000000001,"002"
"184249",184.248,0.865625,-0.00425,4.897188,4.952188,0.894999999999982,"002"
"185079",185.078,0.871875,-0.006,4.93,4.952188,0.830000000000013,"002"
"185923",185.922,0.878125,-0.0055625,4.929688,4.95375,0.843999999999994,"002"
"186792",186.791,0.846875,-0.006,4.915625,4.9525,0.869,"002"
"187653",187.652,0.73125,-0.0060625,4.92875,4.95125,0.86099999999999,"002"
"188446",188.445,0.740625,-0.0061875,4.936875,4.952031,0.793000000000006,"002"
"189307",189.306,0.690625,-0.006125,4.930625,4.952031,0.861000000000018,"002"
"190183",190.182,0.75625,-0.007125,4.912187,4.9525,0.875999999999976,"002"
"191056",191.055,0.81875,-0.006125,4.917813,4.952188,0.873000000000019,"002"
"191891",191.89,0.76875,-0.006125,4.9175,4.951875,0.83499999999998,"002"
"192786",192.785,0.609375,-0.006375,4.930625,4.952031,0.89500000000001,"002"
